urls,date,domain_name
https://www.lesechos.fr/elections/presidentielle/en-direct-presidentielle-les-temps-de-la-campagne-jeudi-24-mars-1395836,2022-03-24 13:16:41,lesechos.fr
https://amp.lepoint.fr/2469824,2022-03-27 19:12:19,lepoint.fr
https://atlantico.fr/article/decryptage/la-france-macroniste-terre-depolitisee-en-echange-d-une-vague-promesse-de-stabilite-economique-et-sociale-emmanuel-macron-lrem-electeurs-democratie-vote-election-presidentielle-2022-frederic-mas,2022-03-23 13:18:49,atlantico.fr
https://www.lesechos.fr/amp/1387368,2022-03-22 08:09:49,lesechos.fr
https://www.lepoint.fr/presidentielle/du-miel-pour-valerie-pecresse-20-03-2022-2468892_3121.php#xtor=CS1-32-%255BEchobox%255D,2022-03-20 12:41:07,lepoint.fr
https://www.lepoint.fr/presidentielle/a-la-mairie-de-paris-le-retour-a-venir-d-anne-hidalgo-souleve-des-questions-23-03-2022-2469398_3121.php,2022-03-24 08:31:38,lepoint.fr
https://www.lesechos.fr/elections/presidentielle/presidentielle-ce-que-proposent-les-candidats-sur-la-corse-1393965,2022-03-25 23:31:58,lesechos.fr
https://blogs.mediapart.fr/alain-saiche/blog/180620/vf-le-viol-fiscal-des-valeurs-de-la-republique-est-vote-par-le-pouvoir-en-place,2022-03-20 22:20:35,mediapart.fr
https://blogs.mediapart.fr/alain-saiche/blog/220322/gao-la-guerre-est-economique-et-outrance-face-monsieur-emmanuelmacron,2022-03-24 08:21:11,mediapart.fr
https://www.lequipe.fr/Rugby/Actualites/Antoine-dupont-se-dit-chaud-pour-disputer-les-jo-de-paris-en-2024-avec-france-7/1322647#xtor=RSS-1,2022-03-21 23:18:40,lequipe.fr
https://www.midilibre.fr/2020/12/04/emmanuel-macron-se-dit-tres-prudent-sur-le-vaccin-pfizer-biontech-9238555.php,2022-03-27 21:21:16,midilibre.fr
https://blogs.mediapart.fr/nicolas-cadiour/blog/260222/6-votes-ou-leurodepute-melenchon-defendu-les-interets-du-regime-de-poutine,2022-03-22 07:16:14,mediapart.fr
https://www.mediapart.fr/journal/france/230322/odeia-le-sulfureux-voyagiste-mecene-du-grand-debat-des-valeurs#at_medium=custom7&at_campaign=1047,2022-03-23 19:02:46,mediapart.fr
https://www.midilibre.fr/2022/03/24/presidentielle-2022-valerie-pecresse-annonce-etre-positive-au-covid-et-poursuivre-sa-campagne-a-distance-10191879.php,2022-03-24 20:36:50,midilibre.fr
https://france3-regions.francetvinfo.fr/centre-val-de-loire/cher/face-a-la-desertification-medicale-ces-villages-qui-ne-baissent-pas-les-bras-2432488.html,2022-03-24 12:30:11,francetvinfo.fr
https://france3-regions.francetvinfo.fr/centre-val-de-loire/loir-cher/accident-de-chasse-un-homme-tue-a-vallieres-en-loir-et-cher-2453847.html,2022-03-24 10:00:50,francetvinfo.fr
https://france3-regions.francetvinfo.fr/occitanie/emissions/18h30-occitanie,2022-03-25 20:42:28,francetvinfo.fr
https://france3-regions.francetvinfo.fr/provence-alpes-cote-d-azur/alpes-maritimes/nice/video-vous-connaissez-le-lancer-de-paillassou-a-nice-on-vous-dit-tout-2442498.html,2022-03-20 17:05:12,francetvinfo.fr
https://www.sudouest.fr/politique/fran%25C3%25A7ois-bayrou/il-y-a-15-ans-jean-lassalle-entamait-une-greve-de-la-faim-1535202.php,2022-03-25 21:19:06,sudouest.fr
https://francetvinfo.fr/politique/francois-fillon/affaires-fillon/video-meeting-fillon-vous-etes-plus-de-200-000-lance-un-soutien-alors-que-la-place-ne-peut-accueillir-que-45-000-personnes_2082285.html,2022-03-27 21:31:38,francetvinfo.fr
https://www.lepoint.fr/politique/tensions-avec-ankara-macron-veut-avancer-avec-erdogan-24-03-2022-2469535_20.php,2022-03-25 16:13:14,lepoint.fr
https://l.bfmtv.com/8nB,2022-03-27 11:09:23,bfmtv.com
https://www.lefigaro.fr/politique/a-paris-le-perilleux-retour-d-anne-hidalgo-20220321,2022-03-22 10:51:49,lefigaro.fr
https://l.bfmtv.com/DjP,2022-03-26 16:37:44,bfmtv.com
https://l.bfmtv.com/XjO,2022-03-24 10:28:46,bfmtv.com
https://l.bfmtv.com/aAR,2022-03-23 08:45:33,bfmtv.com
https://l.bfmtv.com/boR,2022-03-26 09:52:03,bfmtv.com
https://l.francebleu.fr/1Yb,2022-03-20 19:12:57,francebleu.fr
https://l.francebleu.fr/Km1,2022-03-25 17:20:32,francebleu.fr
https://l.francebleu.fr/Zit,2022-03-23 19:17:33,francebleu.fr
https://l.francebleu.fr/agh,2022-03-24 13:26:33,francebleu.fr
https://l.francebleu.fr/ccD,2022-03-21 09:24:24,francebleu.fr
https://www.lepoint.fr/presidentielle/presidentielle-riner-et-slimani-rembarrent-pecresse-qui-les-voulait-ministres-19-03-2022-2468853_3121.php,2022-03-20 08:38:39,lepoint.fr
https://www.monde-diplomatique.fr/2022/03/DUPONT/64406,2022-03-23 14:27:12,monde-diplomatique.fr
https://www.liberation.fr/politique/elections/samuel-grzybowski-quitte-la-primaire-populaire-avec-melenchon-on-peut-gagner-sans-rassemblement-20220326_DU743WCQZVCKDDA6H23YWTD2XE/,2022-03-26 18:59:35,liberation.fr
https://l.leparisien.fr/TVJY,2022-03-20 01:57:27,leparisien.fr
https://l.leparisien.fr/tI9O,2022-03-26 18:23:02,leparisien.fr
https://l.midilibre.fr/Ypk,2022-03-24 11:49:06,midilibre.fr
https://la1ere.francetvinfo.fr/guadeloupe/presidentielle-2022-marine-le-pen-en-guadeloupe-une-premiere-1265944.html,2022-03-27 11:01:06,francetvinfo.fr
